"site_name","year","trap_type","data_sources","catch","effort","cpue","latitude","longitude"
"downie",2018,"Fukui","DFO",0,12,0,53.133415,-132.3549
"drumlummon",2008,"Fukui","DFO",0,6,0,53.76772,-129.0246
"duck",2007,"Fukui","DFO",0,12,0,50.66204,-126.5166
"dufferin",2008,"Fukui","DFO",0,6,0,52.189215,-128.3779
"dufferin",2011,"Fukui","DFO",0,6,0,52.189215,-128.3779
"dundas",2009,"Fukui","DFO",0,6,0,54.59152,-130.8701
"dunsmuir",2013,"Fukui","DFO",0,6,0,48.99282,-123.7899
"eastsooke",2013,"Fukui","DFO",0,6,0,48.368325,-123.711
"eastsooke",2015,"Fukui","DFO",0,12,0,48.368325,-123.711
"easy",2007,"Fukui","DFO",0,6,0,50.12175,-127.2972
"echo",2009,"Fukui","DFO",0,6,0,54.92913,-129.9458
"edwards",2011,"Fukui","DFO",0,6,0,52.797765,-131.99125
"edwards",2018,"Fukui","DFO",0,6,0,52.797765,-131.99125
"eelreef",2008,"Fukui","DFO",0,6,0,50.58942,-127.0915
"effinghamhead1",2009,"Fukui","DFO",40,18,2.22222222222222,49.0951384208937,-125.197937801932
"effinghamhead1",2011,"Fukui","DFO",28,18,1.55555555555556,49.0951384208937,-125.197937801932
"effinghamhead1",2013,"Fukui","DFO",246,24,10.25,49.0951384208937,-125.197937801932
"effinghamhead1",2014,"Fukui","DFO",1186,23,51.5652173913044,49.0951384208937,-125.197937801932
"effinghamhead1",2015,"Fukui","DFO",2456,48,51.1666666666667,49.0951384208937,-125.197937801932
"effinghamhead1",2016,"Fukui","DFO",1137,12,94.75,49.0951384208937,-125.197937801932
"effinghammid",2009,"Fukui","DFO",5,36,0.138888888888889,49.0503891119636,-125.165327461637
"effinghammid",2011,"Fukui","DFO",26,12,2.16666666666667,49.0503891119636,-125.165327461637
"effinghammid",2013,"Fukui","DFO",93,24,3.875,49.0503891119636,-125.165327461637
"effinghammid",2014,"Fukui","DFO",74,24,3.08333333333333,49.0503891119636,-125.165327461637
"effinghammid",2015,"Fukui","DFO",152,23,6.60869565217391,49.0503891119636,-125.165327461637
"effinghammid",2016,"Fukui","DFO",708,17,41.6470588235294,49.0503891119636,-125.165327461637
"egeria",2008,"Fukui","DFO",0,12,0,53.26856,-127.9522
"eliza",2009,"Fukui","DFO",30,18,1.66666666666667,49.9397375,-127.0478
"eliza",2010,"Fukui","DFO",8,12,0.666666666666667,49.9397375,-127.0478
"elizabethnorth",2007,"Fukui","DFO",0,6,0,50.66193,-126.483
"elizabethsouth",2007,"Fukui","DFO",0,6,0,50.65805,-126.4909
"elizaeast",2009,"Fukui","DFO",1,12,0.0833333333333333,49.9199525,-127.026425
"elizaeast",2010,"Fukui","DFO",1,6,0.166666666666667,49.9199525,-127.026425
"elizawest",2009,"Fukui","DFO",1,6,0.166666666666667,49.93246,-127.04605
"elizawest",2010,"Fukui","DFO",0,6,0,49.93246,-127.04605
"entrance",2010,"Fukui","DFO",52,6,8.66666666666667,49.00015,-125.2985
"espinosa",2010,"Fukui","DFO",0,6,0,49.98332,-126.9326
"espinosamid",2010,"Fukui","DFO",0,6,0,49.93152,-126.9379
"evanseast",2013,"Fukui","DFO",0,6,0,50.19792,-125.0625
"evansnorth",2013,"Fukui","DFO",0,6,0,50.2218,-125.0687
"evanswest",2013,"Fukui","DFO",0,6,0,50.20948,-125.0853
"eveleigh",2006,"Fukui","DFO",0,6,0,50.13972,-124.6941
"everard",2007,"Fukui","DFO",0,12,0,50.88796,-127.03585
"fairfax",2011,"Fukui","DFO",0,5,0,52.72105,-131.99645
"fairfax",2018,"Fukui","DFO",0,6,0,52.72105,-131.99645
"fancy",2008,"Fukui","DFO",0,12,0,52.059885,-128.0103
"fancy",2012,"Fukui","DFO",0,6,0,52.059885,-128.0103
"fannie",2008,"Fukui","DFO",0,6,0,52.046935,-128.0686
"fannie",2012,"Fukui","DFO",0,6,0,52.046935,-128.0686
"fanny",2007,"Fukui","DFO",0,18,0,49.4811294444444,-124.774594444444
"fanny",2013,"Fukui","DFO",0,24,0,49.4811294444444,-124.774594444444
"fanny",2016,"Fukui","DFO",0,18,0,49.4811294444444,-124.774594444444
"fatty",2009,"Fukui","DFO",1,11,0.0909090909090909,48.9791681818182,-125.011570833333
"fatty",2011,"Fukui","DFO",0,12,0,48.9791681818182,-125.011570833333
"fatty",2013,"Fukui","DFO",0,24,0,48.9791681818182,-125.011570833333
"fatty",2014,"Fukui","DFO",1,22,0.0454545454545455,48.9791681818182,-125.011570833333
"fatty",2015,"Fukui","DFO",1,22,0.0454545454545455,48.9791681818182,-125.011570833333
"fatty",2016,"Fukui","DFO",105,12,8.75,48.9791681818182,-125.011570833333
"finn",2007,"Fukui","DFO",0,11,0,51.49935,-127.7412
"fishtrap",2011,"Fukui","DFO",1,6,0.166666666666667,51.62465,-127.6965
"fitch",2009,"Fukui","DFO",0,6,0,54.60092,-130.8649
"foch",2008,"Fukui","DFO",0,6,0,53.77633,-129.0926
"forward",2006,"Fukui","DFO",0,12,0,50.48901,-125.70045
"frank",2007,"Fukui","DFO",0,6,0,51.29938,-127.5685
"frank",2011,"Fukui","DFO",0,6,0,51.29938,-127.5685
"frekeeast",2013,"Fukui","DFO",0,6,0,49.97452,-124.6792
"frekesouth",2006,"Fukui","DFO",0,12,0,49.9666275,-124.680275
"frekesouth",2013,"Fukui","DFO",0,12,0,49.9666275,-124.680275
"frypan",2007,"Fukui","DFO",0,11,0,51.50017,-127.7081
"gabriel",2013,"Fukui","DFO",0,6,0,48.83447,-123.4686
"galato",2007,"Fukui","DFO",905,36,25.1388888888889,50.5302746068966,-128.018781245977
"galato",2007,"GearCode_90","DFO",83,1,83,50.5302746068966,-128.018781245977
"galato",2012,"Fukui","DFO",0,6,0,50.5302746068966,-128.018781245977
"galato",2013,"Fukui","DFO",17,25,0.68,50.5302746068966,-128.018781245977
"galato",2014,"Fukui","DFO",128,58,2.20689655172414,50.5302746068966,-128.018781245977
"galebeach",2011,"Fukui","DFO",0,12,0,52.20327,-128.37325
"galepass",2008,"Fukui","DFO",0,12,0,52.204135,-128.3806
"galepass",2011,"Fukui","DFO",2,12,0.166666666666667,52.204135,-128.3806
"galepass",2014,"Fukui","DFO",11,8,1.375,52.204135,-128.3806
"galesouth",2014,"Fukui","DFO",44,4,11,52.20061,-128.397
"galiano",2007,"Fukui","DFO",0,12,0,49.704455,-126.4673
"gallagherslough",2018,"Fukui","DFO",0,3,0,48.58175,-124.4022
"galley",2015,"Fukui","DFO",5,6,0.833333333333333,48.92456,-125.29095
"galley",2016,"Fukui","DFO",44,6,7.33333333333333,48.92456,-125.29095
"gangessouth",2013,"Fukui","DFO",0,6,0,48.84605,-123.4914
"garden",2013,"Fukui","DFO",0,12,0,49.632825,-123.9968
"garry",2013,"Fukui","DFO",0,24,0,49.128235,-123.20365
"gazette",2010,"Fukui","DFO",3,6,0.5,49.92003,-126.6517
"german",2012,"Fukui","DFO",0,6,0,52.08618,-128.1391
"gerrans",2013,"Fukui","DFO",0,6,0,49.61613,-124.0476
"gibralter",2014,"Fukui","DFO",2,5,0.4,48.9128,-125.259066666667
"gibralter",2015,"Fukui","DFO",0,6,0,48.9128,-125.259066666667
"gibralter",2016,"Fukui","DFO",9,6,1.5,48.9128,-125.259066666667
"gilbert",2015,"Fukui","DFO",0,6,0,48.873915,-125.32225
"gilbert",2016,"Fukui","DFO",0,6,0,48.873915,-125.32225
"gildersleeve",2011,"Fukui","DFO",0,6,0,51.59717,-127.7733
"gold",2006,"Fukui","DFO",0,6,0,49.67952,-126.1116
"goolden",2011,"Fukui","DFO",0,6,0,51.89265,-128.21
"goosemid",2007,"Fukui","DFO",0,6,0,51.3789,-127.6706
"goosesouth",2007,"Fukui","DFO",0,30,0,51.372192,-127.66748
"gordonhg",2011,"Fukui","DFO",0,6,0,53.04092,-132.0288
"gorgesouth",2013,"Fukui","DFO",0,12,0,48.440725,-123.38325
"gosset",2011,"Fukui","DFO",0,6,0,53.2027,-132.2505
"governors",2009,"Fukui","DFO",0,1,0,54.97733,-129.9747
"governors",2009,"GearCode_82","DFO",0,1,0,54.97733,-129.9747
"gowlland",2012,"Fukui","DFO",0,6,0,52.21162,-128.2467
"gracenorth",2013,"Fukui","DFO",0,6,0,50.05598,-124.7447
"gracesouth",2013,"Fukui","DFO",0,5,0,50.04873,-124.7551
"grappler",2023,"Fukui","DFO",4,18,0.222222222222222,48.83435,-125.1104
"grapplernorth",2009,"Fukui","DFO",0,6,0,48.83782,-125.1139
"grapplersouth",2009,"Fukui","DFO",0,11,0,48.8343402351951,-125.110968471479
"grapplersouth",2011,"Fukui","DFO",1,18,0.0555555555555556,48.8343402351951,-125.110968471479
"grapplersouth",2014,"Fukui","DFO",6,54,0.111111111111111,48.8343402351951,-125.110968471479
"grapplersouth",2015,"Fukui","DFO",4,24,0.166666666666667,48.8343402351951,-125.110968471479
"grapplersouth",2016,"Fukui","DFO",73,12,6.08333333333333,48.8343402351951,-125.110968471479
"grapplersouth",2021,"Fukui","DFO",5,17,0.294117647058824,48.8343402351951,-125.110968471479
"grave",2007,"Fukui","DFO",0,6,0,50.90317,-127.2962
"greenhouse",2013,"Fukui","DFO",0,6,0,48.364005,-123.7122
"greenhouse",2015,"Fukui","DFO",0,12,0,48.364005,-123.7122
"guise",2007,"Fukui","DFO",7,18,0.388888888888889,49.8000816666667,-126.835791666667
"guise",2010,"Fukui","DFO",1,12,0.0833333333333333,49.8000816666667,-126.835791666667
"gunboat",2013,"Fukui","DFO",0,6,0,49.62572,-124.0097
"hamiltoncove",2013,"Fukui","DFO",0,6,0,48.77732,-123.2749
"hand",2014,"Fukui","DFO",3,6,0.5,48.9511945833333,-125.3146125
"hand",2015,"Fukui","DFO",0,12,0,48.9511945833333,-125.3146125
"hand",2016,"Fukui","DFO",22,12,1.83333333333333,48.9511945833333,-125.3146125
"hand",2019,"Fukui","DFO",4,18,0.222222222222222,48.9511945833333,-125.3146125
"hankin",2007,"Fukui","DFO",2,7,0.285714285714286,50.10475,-127.2191
"hawk",2008,"Fukui","DFO",0,12,0,53.272515,-129.35185
"head",2007,"Fukui","DFO",28,6,4.66666666666667,50.294935,-127.7187
"head",2015,"Fukui","DFO",88,6,14.6666666666667,50.294935,-127.7187
"henry",2013,"Fukui","DFO",0,6,0,49.574225,-124.84135
"henry",2016,"Fukui","DFO",0,6,0,49.574225,-124.84135
"hickey",2011,"Fukui","DFO",0,6,0,51.30758,-127.3407
"higginseast",2012,"Fukui","DFO",0,6,0,52.46815,-128.6675
"higginsmouth",2012,"Fukui","DFO",0,6,0,52.4775,-128.6377
"higginswest",2012,"Fukui","DFO",0,6,0,52.46718,-128.6902
"hill",2006,"Fukui","DFO",0,6,0,50.51467,-125.7571
"hillier",2007,"Fukui","DFO",0,5,0,49.0319439484394,-125.322502309191
"hillier",2008,"Fukui","DFO",296,12,24.6666666666667,49.0319439484394,-125.322502309191
"hillier",2009,"Fukui","DFO",373,22,16.9545454545455,49.0319439484394,-125.322502309191
"hillier",2010,"Fukui","DFO",1571,170,9.24117647058823,49.0319439484394,-125.322502309191
"hillier",2011,"Fukui","DFO",1203,175,6.87428571428571,49.0319439484394,-125.322502309191
"hillier",2012,"Fukui","DFO",260,72,3.61111111111111,49.0319439484394,-125.322502309191
"hillier",2012,"GearCode_50","DFO",106,47,2.25531914893617,49.0319439484394,-125.322502309191
"hillier",2013,"Fukui","DFO",589,18,32.7222222222222,49.0319439484394,-125.322502309191
"hillier",2014,"Fukui","DFO",1513,24,63.0416666666667,49.0319439484394,-125.322502309191
"hillier",2015,"Fukui","DFO",1016,24,42.3333333333333,49.0319439484394,-125.322502309191
"hillier",2016,"Fukui","DFO",1925,17,113.235294117647,49.0319439484394,-125.322502309191
"hillier",2017,"Fukui","DFO",147,2,73.5,49.0319439484394,-125.322502309191
"hillier",2019,"Fukui","DFO",586,17,34.4705882352941,49.0319439484394,-125.322502309191
"hillier",2021,"Fukui","DFO",125,16,7.8125,49.0319439484394,-125.322502309191
"hillier",2022,"Fukui","DFO",352,34,10.3529411764706,49.0319439484394,-125.322502309191
"hillier",2023,"Fukui","DFO",527,17,31,49.0319439484394,-125.322502309191
"hillier",2024,"Fukui","DFO",1204,30,40.1333333333333,49.0319439484394,-125.322502309191
"hilton",2008,"Fukui","DFO",0,6,0,53.81713,-128.9005
"hisnit",2007,"Fukui","DFO",0,6,0,49.75213,-126.5113
"hoeya",2007,"Fukui","DFO",0,12,0,50.700495,-125.9669
"holberg",2012,"Fukui","DFO",0,17,0,50.648424620098,-128.002931617647
"holberg",2013,"Fukui","DFO",0,24,0,50.648424620098,-128.002931617647
"holberg",2014,"Fukui","DFO",0,18,0,50.648424620098,-128.002931617647
"holberg",2023,"Fukui","DFO",0,18,0,50.648424620098,-128.002931617647
"holbergmid",2012,"Fukui","DFO",0,18,0,50.6155945098039,-127.86575
"holbergmid",2023,"Fukui","DFO",0,17,0,50.6155945098039,-127.86575
"home",2008,"Fukui","DFO",0,12,0,53.2746,-129.086975
"home",2008,"GearCode_82","DFO",0,1,0,53.2746,-129.086975
"horsfallnorth",2012,"Fukui","DFO",0,6,0,52.20205,-128.2992
"horsfallsouth",2012,"Fukui","DFO",0,6,0,52.19307,-128.3078
"hortonbeach",2013,"Fukui","DFO",0,6,0,48.82877,-123.2523
"howard",2008,"Fukui","DFO",0,12,0,53.27454,-129.31205
"humpback",2006,"Fukui","DFO",0,12,0,50.36121,-125.68865
"hunger",2011,"Fukui","DFO",0,6,0,52.75225,-132.0238
"hutchinson",2012,"Fukui","DFO",13,6,2.16666666666667,48.3878122222222,-123.634877777778
"hutchinson",2013,"Fukui","DFO",144,6,24,48.3878122222222,-123.634877777778
"hutchinson",2015,"Fukui","DFO",1073,18,59.6111111111111,48.3878122222222,-123.634877777778
"ice",2006,"Fukui","DFO",17,12,1.41666666666667,49.47285825,-126.2354575
"ice",2007,"Fukui","DFO",34,15,2.26666666666667,49.47285825,-126.2354575
"ice",2010,"Fukui","DFO",9,12,0.75,49.47285825,-126.2354575
"ice",2015,"Fukui","DFO",139,12,11.5833333333333,49.47285825,-126.2354575
"illahiemid",2011,"Fukui","DFO",1,6,0.166666666666667,51.66482,-127.8143
"indian",2007,"Fukui","DFO",0,12,0,51.284335,-127.6441
"indian",2011,"Fukui","DFO",0,5,0,51.284335,-127.6441
"inskip",2018,"Fukui","DFO",0,6,0,53.00732,-132.2344
"isaac",2009,"Fukui","DFO",0,6,0,55.42677,-129.7931
"jackson",2006,"Fukui","DFO",0,6,0,50.52927,-125.8213
"jagers",2008,"Fukui","DFO",0,12,0,52.280945,-127.9934
"jane",2008,"Fukui","DFO",0,6,0,52.049915,-128.0566
"jane",2012,"Fukui","DFO",0,6,0,52.049915,-128.0566
"jansen",2007,"Fukui","DFO",6,6,1,50.10507,-127.2762
"jap",2011,"Fukui","DFO",0,6,0,51.3818,-127.1162
"jaques",2010,"Fukui","DFO",0,6,0,48.91874,-125.273375
"jaques",2014,"Fukui","DFO",3,6,0.5,48.91874,-125.273375
"jaques",2015,"Fukui","DFO",10,6,1.66666666666667,48.91874,-125.273375
"jaques",2016,"Fukui","DFO",23,6,3.83333333333333,48.91874,-125.273375
"jarviseast",2014,"Fukui","DFO",0,6,0,48.922025,-125.2736
"jarviseast",2019,"Fukui","DFO",0,6,0,48.922025,-125.2736
"jarvisnorth",2016,"Fukui","DFO",1,6,0.166666666666667,48.92532,-125.2814
"jarvissouth",2014,"Fukui","DFO",8,11,0.727272727272727,48.9211743181818,-125.277001136364
"jarvissouth",2015,"Fukui","DFO",4,12,0.333333333333333,48.9211743181818,-125.277001136364
"jarvissouth",2016,"Fukui","DFO",44,12,3.66666666666667,48.9211743181818,-125.277001136364
"jarvissouth",2019,"Fukui","DFO",1,12,0.0833333333333333,48.9211743181818,-125.277001136364
"jennis",2007,"Fukui","DFO",0,6,0,50.91739,-127.03
"jewitt",2010,"Fukui","DFO",0,6,0,49.68928,-126.6025
"joassa",2012,"Fukui","DFO",0,6,0,52.17508,-128.3399
"joe",2010,"Fukui","DFO",0,12,0,48.912955,-125.317986666667
"joe",2014,"Fukui","DFO",4,6,0.666666666666667,48.912955,-125.317986666667
"joe",2015,"Fukui","DFO",21,12,1.75,48.912955,-125.317986666667
"joe",2016,"Fukui","DFO",27,12,2.25,48.912955,-125.317986666667
"joe",2019,"Fukui","DFO",0,18,0,48.912955,-125.317986666667
"jula",2007,"Fukui","DFO",0,12,0,50.91188,-127.2711
"julian",2012,"Fukui","DFO",0,18,0,50.4843297916667,-127.608183333333
"julian",2013,"Fukui","DFO",0,24,0,50.4843297916667,-127.608183333333
"julian",2014,"Fukui","DFO",0,18,0,50.4843297916667,-127.608183333333
"julian",2023,"Fukui","DFO",1,18,0.0555555555555556,50.4843297916667,-127.608183333333
"kainet",2016,"Fukui","DFO",0,12,0,52.75514,-127.8869
"kakushdishcove",2008,"Fukui","DFO",0,6,0,52.14509,-128.0066
"kakushdishcove",2011,"Fukui","DFO",0,6,0,52.14509,-128.0066
"kakushdishcove",2016,"Fukui","DFO",0,6,0,52.14509,-128.0066
"kakushdishmid",2011,"Fukui","DFO",0,6,0,52.15283,-128.026
"kakushdishmouth",2008,"Fukui","DFO",0,12,0,52.1542625,-128.0424
"kakushdishmouth",2011,"Fukui","DFO",0,12,0,52.1542625,-128.0424
"kakushdishmouth",2014,"Fukui","DFO",0,3,0,52.1542625,-128.0424
"kakushdishmouth",2016,"Fukui","DFO",0,4,0,52.1542625,-128.0424
"kakushdishpoint",2008,"Fukui","DFO",0,6,0,52.1449675,-128.009775
"kakushdishpoint",2011,"Fukui","DFO",0,6,0,52.1449675,-128.009775
"kakushdishpoint",2012,"Fukui","DFO",0,6,0,52.1449675,-128.009775
"kakushdishpoint",2016,"Fukui","DFO",0,6,0,52.1449675,-128.009775
"kanisheast",2006,"Fukui","DFO",0,6,0,50.24012,-125.3134
"kanishwest",2006,"Fukui","DFO",0,6,0,50.24425,-125.3576
"kashutl",2007,"Fukui","DFO",0,6,0,50.15512,-127.2958
"kauwinch",2007,"Fukui","DFO",5,5,1,50.13939,-127.2661
"kayouk",2007,"Fukui","DFO",1,6,0.166666666666667,50.12838,-127.3068
"keitheast",2011,"Fukui","DFO",0,6,0,51.64502,-128.0869
"keithwest",2011,"Fukui","DFO",0,6,0,51.64345,-128.0987
"kelpnorth",2013,"Fukui","DFO",0,24,0,48.8530501086957,-125.109548913043
"kelpnorth",2014,"Fukui","DFO",0,23,0,48.8530501086957,-125.109548913043
"kelpnorth",2015,"Fukui","DFO",2,23,0.0869565217391304,48.8530501086957,-125.109548913043
"kendrick",2010,"Fukui","DFO",0,5,0,49.72345,-126.6477
"kendrickcamp",2010,"Fukui","DFO",0,6,0,49.72113,-126.6481
"kendricksouth",2010,"Fukui","DFO",0,6,0,49.71432,-126.6439
"kents",2013,"Fukui","DFO",0,6,0,49.78105,-124.2159
"kildidtnarrows",2011,"Fukui","DFO",0,6,0,51.87602,-128.1087
"kinsmannorth",2011,"Fukui","DFO",0,6,0,51.93688,-128.1858
"kinsmansouth",2011,"Fukui","DFO",0,6,0,51.92863,-128.1755
"kiskoshmid",2008,"Fukui","DFO",0,6,0,53.53005,-129.3087
"kiskoshmouth",2008,"Fukui","DFO",0,12,0,53.52086,-129.2962
"kitkiata",2008,"Fukui","DFO",0,11,0,53.6353654545455,-129.258766666667
"kitkiata",2008,"GearCode_76","DFO",0,1,0,53.6353654545455,-129.258766666667
"kitkiata",2008,"GearCode_82","DFO",0,2,0,53.6353654545455,-129.258766666667
"kitlope",2008,"Fukui","DFO",0,12,0,53.24593,-127.906675
"kitlope",2008,"GearCode_82","DFO",0,6,0,53.24593,-127.906675
"kitsaway",2008,"Fukui","DFO",0,24,0,53.5941325,-128.88455
"klaskino",2007,"Fukui","DFO",0,6,0,50.29925,-127.7341
"klaskinomid",2015,"Fukui","DFO",0,6,0,50.31343,-127.7798
"klayina",2012,"Fukui","DFO",5,6,0.833333333333333,50.54251,-127.9779
"kleeptee",2006,"Fukui","DFO",0,6,0,49.66333,-126.3739
"kloot",2007,"Fukui","DFO",0,12,0,50.48757,-127.6603
"koohoo",2011,"Fukui","DFO",0,6,0,53.05687,-132.015
"koskimo",2007,"Fukui","DFO",0,6,0,50.45473,-127.8914
"kumeon",2009,"Fukui","DFO",0,6,0,54.70965,-130.2545
"kunsoot",2008,"Fukui","DFO",0,12,0,52.1493475,-128.01065
"kunsoot",2011,"Fukui","DFO",0,6,0,52.1493475,-128.01065
"kunsoot",2012,"Fukui","DFO",0,6,0,52.1493475,-128.01065
"kunsoot",2016,"Fukui","DFO",0,4,0,52.1493475,-128.01065
"kuper",2018,"Fukui","DFO",0,6,0,52.98663,-132.1078
"kwakshua",2011,"Fukui","DFO",0,6,0,51.6427,-128.0777
"lagins",2011,"Fukui","DFO",0,6,0,53.22768,-132.3165
"laing",2018,"Fukui","DFO",0,18,0,52.96622,-132.0793
"lambardmid",2016,"Fukui","DFO",0,6,0,52.33918,-128.3258
"lambardnorth",2008,"Fukui","DFO",0,18,0,52.3552966666667,-128.32545
"lambardnorth",2012,"Fukui","DFO",0,6,0,52.3552966666667,-128.32545
"lambardsouth",2008,"Fukui","DFO",0,6,0,52.3387,-128.32995
"lambardsouth",2016,"Fukui","DFO",0,6,0,52.3387,-128.32995
"lancelot",2006,"Fukui","DFO",0,6,0,50.059475,-124.70045
"lancelot",2013,"Fukui","DFO",0,6,0,50.059475,-124.70045
"lang",2013,"Fukui","DFO",0,12,0,49.773165,-124.35905
"lannon",2013,"Fukui","DFO",45,6,7.5,48.38615,-123.6844
"lapan",2013,"Fukui","DFO",0,6,0,49.83669,-123.995
"laura",2006,"Fukui","DFO",0,6,0,50.14698,-124.6654
"laurie",2007,"Fukui","DFO",5,3,1.66666666666667,49.7785833333333,-126.831533333333
"laurie",2010,"Fukui","DFO",0,6,0,49.7785833333333,-126.831533333333
"leckie",2011,"Fukui","DFO",0,6,0,51.80532,-128.0923
"leinersouth",2010,"Fukui","DFO",0,18,0,49.9087241954023,-126.649993103448
"leinersouth",2018,"Fukui","DFO",1079,29,37.2068965517241,49.9087241954023,-126.649993103448
"lenaeast",2013,"Fukui","DFO",0,6,0,49.91782,-124.0213
"lenawest",2013,"Fukui","DFO",0,6,0,49.9204,-124.0242
"lime",2013,"Fukui","DFO",0,6,0,48.42865,-123.3847
"limekiln",2013,"Fukui","DFO",0,6,0,48.45382,-123.4435
"lina",2011,"Fukui","DFO",0,6,0,53.23627,-132.1105
"littleespinosa",2006,"Fukui","DFO",1,12,0.0833333333333333,49.94792,-126.907
"littleespinosa",2010,"Fukui","DFO",0,6,0,49.94792,-126.907
"littlepine1",2010,"Fukui","DFO",0,6,0,49.29417,-125.9799
"littlepine2",2010,"Fukui","DFO",0,6,0,49.29553,-125.9679
"lizzie",2012,"Fukui","DFO",0,6,0,52.05003,-128.0915
"lohbrunnernorth",2012,"Fukui","DFO",0,6,0,52.49268,-128.7322
"lohbrunnersouth",2012,"Fukui","DFO",0,6,0,52.4865,-128.7354
"lois",2013,"Fukui","DFO",0,6,0,49.76933,-124.3317
"lomgon",2011,"Fukui","DFO",0,6,0,52.78551,-132.096
"longharbour",2013,"Fukui","DFO",0,6,0,48.866,-123.472
"lucky",2007,"Fukui","DFO",2,4,0.5,49.0267833333333,-125.305233333333
"lucky",2008,"Fukui","DFO",126,6,21,49.0267833333333,-125.305233333333
"lucky",2011,"Fukui","DFO",0,6,0,49.0267833333333,-125.305233333333
"lull",2007,"Fukui","DFO",0,12,0,50.69983,-126.019
"lyall",2013,"Fukui","DFO",0,6,0,48.7965,-123.1794
"lyallwcvi",2019,"Fukui","DFO",2,18,0.111111111111111,48.9738933333333,-125.310166666667
"mackenzie",2018,"Fukui","DFO",0,6,0,53.04548,-132.3388
"macmillan",2011,"Fukui","DFO",0,6,0,53.18112,-132.0313
"madronabeach",2013,"Fukui","DFO",0,6,0,48.8554,-123.4796
"madronacove",2013,"Fukui","DFO",0,6,0,48.85878,-123.4879
"mahatta",2007,"Fukui","DFO",0,6,0,50.459,-127.8631
"mamat",2010,"Fukui","DFO",0,12,0,49.958635,-126.90875
"mamie",2007,"Fukui","DFO",0,6,0,51.303165,-127.57725
"mamie",2011,"Fukui","DFO",0,6,0,51.303165,-127.57725
"manzanita",2009,"Fukui","DFO",0,5,0,54.75733,-130.4472
"maple",2007,"Fukui","DFO",0,6,0,50.67731,-126.4566
"maplebay",2023,"Fukui","DFO",15,6,2.5,50.6056,-127.6559
"maplepoint",2007,"Fukui","DFO",0,6,0,50.6834,-126.462
"margaret",2007,"Fukui","DFO",0,13,0,51.3333538461538,-127.492338461538
"margaret",2011,"Fukui","DFO",0,6,0,51.3333538461538,-127.492338461538
"master",2012,"Fukui","DFO",0,6,0,52.06263,-128.0331
"matchlee",2006,"Fukui","DFO",0,6,0,49.61475,-126.0518
"maude",2011,"Fukui","DFO",0,6,0,53.19157,-132.1159
"mayne",2013,"Fukui","DFO",484,46,10.5217391304348,48.9748510485223,-125.289530967841
"mayne",2014,"Fukui","DFO",303,48,6.3125,48.9748510485223,-125.289530967841
"mayne",2015,"Fukui","DFO",474,48,9.875,48.9748510485223,-125.289530967841
"mayne",2016,"Fukui","DFO",368,12,30.6666666666667,48.9748510485223,-125.289530967841
"mayne",2017,"Fukui","DFO",276,12,23,48.9748510485223,-125.289530967841
"mayne",2019,"Fukui","DFO",94,15,6.26666666666667,48.9748510485223,-125.289530967841
"mayne",2021,"Fukui","DFO",35,18,1.94444444444444,48.9748510485223,-125.289530967841
"mayne",2022,"Fukui","DFO",67,60,1.11666666666667,48.9748510485223,-125.289530967841
"mayne",2023,"Fukui","DFO",125,17,7.35294117647059,48.9748510485223,-125.289530967841
"mayne",2024,"Fukui","DFO",130,16,8.125,48.9748510485223,-125.289530967841
"mcbride",2007,"Fukui","DFO",0,7,0,51.297575,-127.5376
"mcbride",2011,"Fukui","DFO",0,6,0,51.297575,-127.5376
"mccluskyeast",2011,"Fukui","DFO",0,5,0,51.64585,-127.7876
"mcgrath",2009,"Fukui","DFO",0,12,0,55.436165,-129.7528
"mcken",2006,"Fukui","DFO",0,36,0,48.5544466666667,-123.505833333333
"mcneill",2008,"Fukui","DFO",0,36,0,50.5942583333333,-127.121583333333
"mcneillwharf",2008,"Fukui","DFO",0,12,0,50.59185,-127.08695
"mcrae",2013,"Fukui","DFO",0,6,0,49.75017,-124.279
"meadow",2018,"Fukui","DFO",0,6,0,53.17078,-132.4346
"meay",2011,"Fukui","DFO",0,6,0,51.66565,-128.0779
"megineast",2010,"Fukui","DFO",0,5,0,49.43699,-126.0774
"meginwest",2010,"Fukui","DFO",0,6,0,49.43542,-126.0875
"melanie",2006,"Fukui","DFO",0,6,0,50.14185,-124.6687
"metcalf",2013,"Fukui","DFO",0,6,0,49.4948,-124.7608
"miskatla",2008,"Fukui","DFO",0,6,0,53.85447,-128.9171
"monkey",2007,"Fukui","DFO",0,18,0,50.4586481666667,-127.8096
"monkey",2012,"Fukui","DFO",0,18,0,50.4586481666667,-127.8096
"monkey",2013,"Fukui","DFO",6,24,0.25,50.4586481666667,-127.8096
"monkey",2014,"Fukui","DFO",0,18,0,50.4586481666667,-127.8096
"monkey",2023,"Fukui","DFO",3,18,0.166666666666667,50.4586481666667,-127.8096
"moody",2011,"Fukui","DFO",0,6,0,52.737115,-132.0015
"moody",2018,"Fukui","DFO",0,6,0,52.737115,-132.0015
"mooyah",2006,"Fukui","DFO",1,12,0.0833333333333333,49.630635,-126.45135
"morehousebeach",2012,"Fukui","DFO",0,6,0,52.26835,-128.096
"morehousecove",2012,"Fukui","DFO",0,6,0,52.26898,-128.0842
"moyeha",2010,"Fukui","DFO",0,12,0,49.41582,-125.9129
